datap,median,total,size,clade,numtaxa
Ezcurra_etal_2014a.nex,0.253424658,0.339726027,219,Non_diapsid_reptiles,1
Gatesy_etal_2004ab.nex,0.712328767,0.584634172,219,Non_dinosaur_archosauro,1
Peecook_etal_2018aa.nex,0.228310502,0.335449382,219,Non_dinosaur_archosauro,1
Brocklehurst_et_Frobisch_2018ab.nex,0.255707763,0.350818577,219,Non_mammal_synapsid,1
Sobral_etal_2015ab.nex,0.255707763,0.344247689,219,Non_saurian_diapsids,1
Zaher_etal_2020a.nex,0.78440367,0.636498884,218,Dinosaurs,0.972972973
Huang_etal_2019a.nex,0.424311927,0.415943466,218,Ichthyopterygians,1
Motani_etal_2017a.nex,0.417431193,0.419630514,218,Ichthyopterygians,1
Upchurch_et_Martin_2002aa.nex,0.502304147,0.448540707,217,Dinosaurs,1
Spaulding_et_Flynn_2012a.nex,0.393518519,0.384168482,216,Carnivores,1
Geisler_et_Uhen_2005a.nex,0.365740741,0.356164384,216,Cetaceans,1
Rauhut_et_Carrano_2016a.nex,0.731481481,0.619668911,216,Dinosaurs,1
Friedman_etal_2007a.nex,0.365740741,0.382007007,216,Fish_sarcopterygians,1
Schultze_1994a.nex,0.099537037,0.200810185,216,Fish_sarcopterygians,1
Zhu_et_Schultze_2001a.nex,0.277777778,0.320707071,216,Fish_sarcopterygians,1
Lee_2001a.nex,0.217592593,0.221743295,216,Non_mammal_synapsid,1
Benson_etal_2013b.nex,0.578703704,0.565843621,216,Sauropterygians,1
Sachs_et_Kear_2015aa.nex,0.578703704,0.564171811,216,Sauropterygians,1
Sachs_etal_2016aa.nex,0.578703704,0.572108067,216,Sauropterygians,1
Schumacher_et_Martin_2016a.nex,0.576388889,0.557307307,216,Sauropterygians,1
Armbruster_2004a.nex,0,0.00418989,215,Actinopterygians,0.355371901
Armbruster_2008a.nex,0,0.003689922,215,Actinopterygians,0.306666667
Field_etal_2018ac.nex,0.402325581,0.413953488,215,Dinosaurs,1
Kubo_etal_2012a.nex,0.558139535,0.534011628,215,Sauropterygians,1
OGorman_etal_2015a.nex,0.562790698,0.540629275,215,Sauropterygians,1
Lu_2013a.nex,0.168224299,0.213596623,214,Perissodactyls,1
Pandolfi_2016a.nex,0.214953271,0.267167818,214,Perissodactyls,1
Izquierdo-Lopez_et_Caron_2019a.nex,0.176056338,0.186384977,213,Arthopods,0.966666667
Benson_2010a.nex,0.530516432,0.554906676,213,Dinosaurs,1
Benson_et_Radley_2010a.nex,0.5657277,0.564050973,213,Dinosaurs,1
Clack_etal_2016a.nex,0.34741784,0.40323422,213,Fish_sarcopterygians,1
Motani_etal_2015aa.nex,0.185446009,0.271853342,213,Ichthyopterygians,1
Motani_etal_2015ab.nex,0.248826291,0.29465683,213,Ichthyopterygians,1
Chen_etal_2014ba.nex,0.178403756,0.270010306,213,Non_saurian_diapsids,1
Chen_etal_2014bb.nex,0.244131455,0.29188137,213,Non_saurian_diapsids,1
Sobral_etal_2015aa.nex,0.248826291,0.297674939,213,Non_saurian_diapsids,1
Scheyer_etal_2017ab.nex,0.185446009,0.275542142,213,Sauropterygians,1
Scheyer_etal_2017ac.nex,0.248826291,0.296892466,213,Sauropterygians,1
Nydam_etal_2013a.nex,0.093896714,0.314032342,213,Squamata,1
Allain_et_Aquesbi_2008a.nex,0.306603774,0.335315833,212,Dinosaurs,1
Barrett_etal_2005ab.nex,0.141509434,0.30952381,212,Dinosaurs,0.904761905
Chiappe_etal_2019a.nex,0.438679245,0.443825043,212,Dinosaurs,1
Kutty_etal_2007ab.nex,0.212264151,0.35495283,212,Dinosaurs,0.916666667
Upchurch_etal_2007ba.nex,0.181603774,0.337264151,212,Dinosaurs,0.909090909
Yates_et_Kitching_2003a.nex,0.141509434,0.309748428,212,Dinosaurs,0.904761905
Schoch_2013a.nex,0.066037736,0.11523847,212,Non_amniote_tetrapods,0.986111111
Strapasson_etal_2015a.nex,0.066037736,0.125226157,212,Non_amniote_tetrapods,0.98630137
Evans_et_Chure_1998a.nex,0.037735849,0.197497949,212,Squamata,1
Evans_etal_2005aa.nex,0.047169811,0.256114605,212,Squamata,1
Nydam_et_Fitzpatrick_2009a.nex,0.047169811,0.287120591,212,Squamata,1
Palci_etal_2013ca.nex,0.099056604,0.17732355,212,Squamata,1
Palci_etal_2013cb.nex,0.096698113,0.181966618,212,Squamata,1
Palci_etal_2013cc.nex,0.117924528,0.182739343,212,Squamata,1
Upchurch_etal_2015ac.nex,0.71563981,0.63446927,211,Dinosaurs,1
Spielman_etal_2008ac.nex,0.071090047,0.12464455,211,Non_dinosaur_archosauro,1
Han_etal_2015a.nex,0.323809524,0.416602317,210,Dinosaurs,1
Perrichon_etal_2024ac.nex,0.004761905,0.026406926,210,Non_dinosaur_archosauro,1
Palci_etal_2013aa.nex,0.1,0.178483245,210,Squamata,1
Palci_etal_2013ab.nex,0.080952381,0.184761905,210,Squamata,1
Palci_etal_2013ac.nex,0.1,0.186446886,210,Squamata,1
Simmons_et_Conway_2001a.nex,0.162679426,0.190543203,209,Chiropterans,0.941176471
Bell_et_Chiappe_2015a.nex,0.485645933,0.455940989,209,Dinosaurs,1
Bell_et_Chiappe_2016a.nex,0.485645933,0.455741627,209,Dinosaurs,1
Simmons_et_Geisler_1998a.nex,0.120192308,0.226602564,208,Chiropterans,0.933333333
Simmons_et_Geisler_2002a.nex,0.120192308,0.226602564,208,Chiropterans,0.933333333
Clark_etal_2002a.nex,0.605769231,0.524665552,208,Dinosaurs,1
Hwang_etal_2002a.nex,0.605769231,0.524665552,208,Dinosaurs,1
Mayr_etal_2005a.nex,0.605769231,0.524665552,208,Dinosaurs,1
Xu_etal_2002b.nex,0.610576923,0.527720949,208,Dinosaurs,1
Rose_etal_2014a.nex,0.197115385,0.237844702,208,Perissodactyls,1
Messenger_et_McGuire_1998a.nex,0.072463768,0.119714116,207,Cetaceans,1
Simmons_etal_2008a.nex,0.169082126,0.277361319,207,Chiropterans,1
Gauthier_etal_1988a.nex,0.050724638,0.065861514,207,Non_dinosaur_archosauro,1
Spielman_etal_2008aa.nex,0.053140097,0.083635266,207,Non_dinosaur_archosauro,1
Delmer_2009a.nex,0.347826087,0.340096618,207,Proboscideans,1
Benson_etal_2012a.nex,0.400966184,0.431122822,207,Sauropterygians,1
Fabbri_etal_2014ab.nex,0.400966184,0.43083004,207,Sauropterygians,1
Smith_et_Araujo_2017ab.nex,0.405797101,0.432793407,207,Sauropterygians,1
Vincent_et_Storrs_2019aa.nex,0.410628019,0.437819186,207,Sauropterygians,1
Vincent_etal_inpressa.nex,0.405797101,0.434498437,207,Sauropterygians,1
Geisler_etal_2017a.nex,0.242718447,0.268089394,206,Cetaceans,1
Brisson_Egli_etal_2016a.nex,0.669902913,0.564854369,206,Dinosaurs,1
Cerroni_etal_2019ac.nex,0.677184466,0.579723674,206,Dinosaurs,1
Pol_et_Rauhut_2012a.nex,0.677184466,0.579350261,206,Dinosaurs,1
Rauhut_etal_2010a.nex,0.461165049,0.434006822,206,Dinosaurs,0.972972973
Xu_etal_2002c.nex,0.611650485,0.526105717,206,Dinosaurs,1
Salas-Gismondi_etal_2016a.nex,0.349514563,0.348498532,206,Non_dinosaur_archosauro,1
Alifanov_et_Averianov_2003a.nex,0.463414634,0.416542948,205,Dinosaurs,1
Calvo_etal_2004b.nex,0.614634146,0.540921409,205,Dinosaurs,1
Clarke_et_Middleton_2008a.nex,0.36097561,0.368195122,205,Dinosaurs,1
Clarke_etal_2006a.nex,0.36097561,0.368195122,205,Dinosaurs,1
Fedak_et_Galton_2007aa.nex,0.143902439,0.259756098,205,Dinosaurs,0.9
Fedak_et_Galton_2007ab.nex,0.146341463,0.270089859,205,Dinosaurs,0.842105263
Hu_etal_2012a.nex,0.37804878,0.382601626,205,Dinosaurs,1
Ji_etal_2005a.nex,0.487804878,0.430634146,205,Dinosaurs,1
Longrich_etal_2013a.nex,0.609756098,0.556271777,205,Dinosaurs,1
Lu_etal_2010aa.nex,0.146341463,0.279442509,205,Dinosaurs,0.904761905
Lu_etal_2010ab.nex,0.153658537,0.290243902,205,Dinosaurs,0.85
Norell_etal_2001a.nex,0.612195122,0.531596452,205,Dinosaurs,1
Tomida_et_Tsumura_2006a.nex,0.524390244,0.465679443,205,Dinosaurs,1
Upchurch_1998a.nex,0.507317073,0.448599819,205,Dinosaurs,1
Yates_2004aa.nex,0.143902439,0.258780488,205,Dinosaurs,0.9
Yates_2004ab.nex,0.146341463,0.269062901,205,Dinosaurs,0.842105263
Zhou_etal_2008a.nex,0.375609756,0.365853659,205,Dinosaurs,1
Zhou_etal_2009a.nex,0.37804878,0.368780488,205,Dinosaurs,1
Zhou_etal_2010a.nex,0.37804878,0.367317073,205,Dinosaurs,1
Zhou_etal_2012a.nex,0.412195122,0.395121951,205,Dinosaurs,1
Zhou_etal_2014a.nex,0.414634146,0.399704361,205,Dinosaurs,1
Andrade_et_Bertini_2008ab.nex,0.33902439,0.369247084,205,Non_dinosaur_archosauro,1
Gunnell_et_Simmons_2005a.nex,0.254901961,0.297619048,204,Chiropterans,1
McDonald_etal_2021a.nex,0.394607843,0.433595531,204,Dinosaurs,0.988372093
Sereno_1999ah.nex,0.078431373,0.151960784,204,Dinosaurs,1
Swartz_2012a.nex,0.37254902,0.393408427,204,Fish_sarcopterygians,1
Whitlock_et_Wilson_Mantilla_2020a.nex,0.660098522,0.555102041,203,Dinosaurs,0.971428571
Wang_etal_2016f.nex,0.408866995,0.384433498,203,Perissodactyls,1
Kenaley_2010a.nex,0,0.004033737,202,Actinopterygians,0.259259259
Shultz_2007a.nex,0.183168317,0.327907367,202,Arthopods,1
Clarke_2004aa.nex,0.351485149,0.406371072,202,Dinosaurs,1
Clarke_2004ab.nex,0.415841584,0.428217822,202,Dinosaurs,1
Clarke_et_Norell_2002a.nex,0.222772277,0.304064617,202,Dinosaurs,1
Clarke_et_Norell_2004a.nex,0.351485149,0.394914491,202,Dinosaurs,1
Clarke_etal_2005aa.nex,0.287128713,0.321782178,202,Dinosaurs,1
Kurochkin_etal_2013a.nex,0.29950495,0.327303884,202,Dinosaurs,1
Longrich_2014a.nex,0.366336634,0.443281471,202,Dinosaurs,1
You_etal_2006b.nex,0.363861386,0.373762376,202,Dinosaurs,1
Zhou_et_Zhang_2005a.nex,0.304455446,0.336062452,202,Dinosaurs,1
Zhou_et_Zhang_2006a.nex,0.304455446,0.336062452,202,Dinosaurs,1
Cloutier_etal_inpressa.nex,0.388613861,0.382956153,202,Fish_sarcopterygians,0.976190476
Conrad_et_Norell_2007a.nex,0.257425743,0.297854785,202,Squamata,1
Conrad_etal_2007a.nex,0.212871287,0.27970297,202,Squamata,1
Norell_et_Clarke_2001a.nex,0.233830846,0.308165057,201,Dinosaurs,1
Turner_etal_2017aa.nex,0.303482587,0.413387607,201,Dinosaurs,1
Zhou_et_Zhang_2002a.nex,0.266169154,0.32697623,201,Dinosaurs,1
Zhou_et_Zhang_2002b.nex,0.23880597,0.328943518,201,Dinosaurs,1
Herrera_etal_2013ab.nex,0.507462687,0.500761499,201,Non_dinosaur_archosauro,1
Jouve_etal_2008b.nex,0.313432836,0.316586084,201,Non_dinosaur_archosauro,0.929577465
Salas-Gismondi_etal_2015a.nex,0.383084577,0.376894597,201,Non_dinosaur_archosauro,1
Scheyer_etal_2019a.nex,0.373134328,0.380511237,201,Non_dinosaur_archosauro,1
Young_etal_2013a.nex,0.55721393,0.522778266,201,Non_dinosaur_archosauro,1
Ketchum_et_Benson_2011a.nex,0.589552239,0.569367448,201,Sauropterygians,1
Scanferla_et_Smith_2020a.nex,0.104477612,0.1973466,201,Squamata,1
Gaudin_2004aa.nex,0.092039801,0.145035691,201,Xenarthrans,0.934782609
Zanata_et_Vari_2005a.nex,0,0.007708333,200,Actinopterygians,0.430555556
Gallina_etal_2014aa.nex,0.5275,0.4925,200,Dinosaurs,1
Lu_etal_2004a.nex,0.2625,0.3275,200,Dinosaurs,1
Pritchard_etal_2015aa.nex,0.305,0.436451613,200,Non_dinosaur_archosauro,1
Finarelli_et_Clyde_2004a.nex,0.4,0.363055556,200,Primates,0.777777778
Pritchard_etal_2015ab.nex,0.236180905,0.281188551,199,Non_dinosaur_archosauro,1
Mannion_etal_2012aa.nex,0.53030303,0.484100262,198,Dinosaurs,1
Mannion_etal_2012ab.nex,0.53030303,0.484100262,198,Dinosaurs,1
Zaher_etal_2006a.nex,0.333333333,0.377799736,198,Non_dinosaur_archosauro,1
Lyson_etal_2013a.nex,0.063131313,0.126927166,198,Non_saurian_diapsids,1
Schoch_et_Sues_2015a.nex,0.065656566,0.136234136,198,Turtles,1
Anderson_2007a.nex,0.251269036,0.275176028,197,Non_amniote_tetrapods,1
Gibbs_etal_2000a.nex,0,0.001015228,197,Primates,0.2
Penkrot_etal_2008ab.nex,0.132653061,0.198051948,196,Afroinsectiphilians,1
Zack_etal_2005bb.nex,0.132653061,0.198051948,196,Afroinsectiphilians,1
Bertelli_etal_2013a.nex,0.066326531,0.091993721,196,Bird,1
Geisler_et_Theodor_2009a.nex,0.306122449,0.314935065,196,Cetaceans,1
Thewissen_etal_2007a.nex,0.362244898,0.344248609,196,Cetaceans,1
Asher_2007a.nex,0.045918367,0.095783596,196,Meso_mammals,1
Asher_etal_2003a.nex,0.040816327,0.082823129,196,Meso_mammals,1
Rasmussen_etal_2019a.nex,0.392857143,0.373015873,196,Primates,0.861111111
Geisler_et_Uhen_2003a.nex,0.307692308,0.31766772,195,Cetaceans,1
Maryanska_etal_2002a.nex,0.202564103,0.243589744,195,Dinosaurs,1
Clack_et_Finney_2005ac.nex,0.235897436,0.251897436,195,Fish_sarcopterygians,1
Friedman_2007b.nex,0.405128205,0.445496384,195,Fish_sarcopterygians,1
Jiang_etal_2016a.nex,0.405128205,0.407235687,195,Ichthyopterygians,1
Clarke_etal_2007a.nex,0.432989691,0.480625667,194,Bird,0.965517241
Gianechini_etal_2015a.nex,0.74742268,0.616666667,194,Dinosaurs,1
Butler_etal_2011aa.nex,0.277202073,0.387975701,193,Dinosaurs,1
Farke_et_Sertich_2013a.nex,0.74611399,0.616234888,193,Dinosaurs,1
Jouve_etal_2019a.nex,0.388601036,0.386873921,193,Non_dinosaur_archosauro,1
Lautenschlager_et_Rauhut_2015aa.nex,0.295336788,0.395714411,193,Non_dinosaur_archosauro,1
Cau_et_Arduini_2008a.nex,0.533854167,0.551793981,192,Dinosaurs,1
Woodruff_etal_2018aa.nex,0.546875,0.525462963,192,Dinosaurs,1
Nesbitt_etal_2014ab.nex,0.317708333,0.398524306,192,Non_dinosaur_archosauro,1
Pol_et_Norell_2004a.nex,0.328125,0.373842593,192,Non_dinosaur_archosauro,1
Rossie_et_Hill_2018a.nex,0.35078534,0.335237189,191,Primates,0.848484848
Rossie_et_MacLatchy_2006a.nex,0.403141361,0.348022106,191,Primates,0.861111111
Stevens_etal_2013a.nex,0.471204188,0.406844592,191,Primates,0.87804878
Frauenfelder_etal_2022ab.nex,0.607894737,0.590271132,190,Dinosaurs,1
Riguetti_etal_2022b.nex,0.594736842,0.583967611,190,Dinosaurs,1
Young_etal_2011aa.nex,0.484210526,0.476105263,190,Non_dinosaur_archosauro,1
Young_etal_2011ab.nex,0.484210526,0.476105263,190,Non_dinosaur_archosauro,1
Gohlich_et_Chiappe_2006a.nex,0.455026455,0.439002268,189,Dinosaurs,1
Soto-Acuna_etal_2021ad.nex,0.597883598,0.584045584,189,Dinosaurs,1
Whitlock_2011a.nex,0.53968254,0.515466015,189,Dinosaurs,1
Whitlock_2011ba.nex,0.544973545,0.530080345,189,Dinosaurs,1
Whitlock_2011bb.nex,0.544973545,0.530276308,189,Dinosaurs,1
Brochu_2013a.nex,0.375661376,0.376709099,189,Non_dinosaur_archosauro,1
Brochu_2020a.nex,0.35978836,0.309773385,189,Non_dinosaur_archosauro,1
Brochu_et_Storrs_2012a.nex,0.35978836,0.309773385,189,Non_dinosaur_archosauro,1
Bronzati_etal_2015aa.nex,0.375661376,0.376709099,189,Non_dinosaur_archosauro,1
Conrad_etal_2013a.nex,0.35978836,0.321212121,189,Non_dinosaur_archosauro,1
Mueller-Towe_2005a.nex,0.335978836,0.366666667,189,Non_dinosaur_archosauro,0.966666667
Narvaez_etal_2015a.nex,0.386243386,0.381414702,189,Non_dinosaur_archosauro,1
Narvaez_etal_2016a.nex,0.386243386,0.378556454,189,Non_dinosaur_archosauro,1
Lee_2013aa.nex,0.071428571,0.134085213,189,Non_saurian_diapsids,1
Bickelmann_etal_2009a.nex,0.143617021,0.278695409,188,Non_saurian_diapsids,1
Reisz_etal_2011a.nex,0.114361702,0.245306633,188,Non_saurian_diapsids,1
McDowall_et_Burridge_2011a.nex,0.037433155,0.037522282,187,Actinopterygians,0.9
Benton_et_Walker_2011aa.nex,0.256684492,0.362872422,187,Dinosaurs,1
Brusatte_etal_2010b.nex,0.256684492,0.354205153,187,Dinosaurs,1
Cidade_etal_2017a.nex,0.390374332,0.378597609,187,Non_dinosaur_archosauro,0.93258427
Franca_etal_2011a.nex,0.243315508,0.351126814,187,Non_dinosaur_archosauro,1
Rio_etal_2020a.nex,0.401069519,0.380042573,187,Non_dinosaur_archosauro,1
Geisler_2001a.nex,0.279569892,0.295461733,186,Cetaceans,1
Clack_etal_2019b.nex,0.577956989,0.573075835,186,Fish_sarcopterygians,1
Wang_etal_2013b.nex,0.52972973,0.53428165,185,Dinosaurs,1
Andres_etal_2014a.nex,0.378378378,0.411100386,185,Pterosaurs,0.991071429
Butler_etal_2011c.nex,0.378378378,0.411100386,185,Pterosaurs,0.991071429
Pentland_et_Poropat_2019a.nex,0.508108108,0.518775413,185,Pterosaurs,1
Pentland_etal_2019aa.nex,0.510810811,0.520199147,185,Pterosaurs,1
Richards_etal_2021ab.nex,0.513513514,0.523290247,185,Pterosaurs,1
Soto_etal_2021a.nex,0.378378378,0.420625889,185,Pterosaurs,0.99122807
Zhou_etal_2017a.nex,0.378378378,0.412772064,185,Pterosaurs,0.991150442
Choo_etal_2019a.nex,0.461956522,0.457444627,184,Actinopterygians,1
Carroll_1995a.nex,0.116847826,0.14673913,184,Fish_sarcopterygians,1
Ruta_etal_2001aa.nex,0.141304348,0.163615561,184,Fish_sarcopterygians,1
Motani_etal_2015ac.nex,0.407608696,0.385287267,184,Ichthyopterygians,1
Gheerbrant_etal_2016a.nex,0.114130435,0.203703704,184,Meso_mammals,0.962962963
Zack_etal_inpressac.nex,0.141304348,0.224184783,184,Meso_mammals,0.964285714
Borsuk-Bialynicka_et_Evans_2009ab.nex,0.092391304,0.192080745,184,Non_dinosaur_archosauro,1
Company_etal_2005a.nex,0.20923913,0.261039402,184,Non_dinosaur_archosauro,0.96875
Muller_2004a.nex,0.092391304,0.178194993,184,Non_dinosaur_archosauro,1
Heimberg_etal_2010a.nex,0.032608696,0.129227053,184,Non_osteichthyan_vertebrates,1
Evans_2009a.nex,0.092391304,0.18334399,184,Non_saurian_diapsids,1
Renesto_et_Bernardi_2014ac.nex,0.092391304,0.201708075,184,Non_saurian_diapsids,1
Evans_et_Borsuk-Bialynicka_2009ab.nex,0.092391304,0.187659847,184,Non_squamate_lepidosaurs,1
Andrade_et_Bertini_2008aa.nex,0.174863388,0.212021858,183,Non_dinosaur_archosauro,1
Andrade_et_Bertini_2008b.nex,0.180327869,0.214415821,183,Non_dinosaur_archosauro,1
Carvalho_etal_2004a.nex,0.368852459,0.353949329,183,Non_dinosaur_archosauro,1
Martin_etal_2010aa.nex,0.218579235,0.263766288,183,Non_dinosaur_archosauro,1
Pol_et_Norell_2004b.nex,0.322404372,0.36661699,183,Non_dinosaur_archosauro,1
Pol_etal_2004a.nex,0.327868852,0.368791743,183,Non_dinosaur_archosauro,1
Giles_etal_2015b.nex,0.469945355,0.459226566,183,Non_osteichthyan_vertebrates,1
Nesbitt_et_Clarke_2016a.nex,0.335164835,0.353383459,182,Bird,1
Fanti_etal_2012a.nex,0.450549451,0.395026027,182,Dinosaurs,1
Field_etal_2018ab.nex,0.054945055,0.161242604,182,Dinosaurs,0.884615385
Lu_etal_2013a.nex,0.313186813,0.364661654,182,Dinosaurs,1
Lu_etal_2013b.nex,0.381868132,0.383241758,182,Dinosaurs,1
Powers_etal_2020a.nex,0.664835165,0.606326106,182,Dinosaurs,1
Anderson_2001a.nex,0.203296703,0.26844584,182,Non_amniote_tetrapods,1
Blanco_etal_2014aa.nex,0.351648352,0.357666143,182,Non_dinosaur_archosauro,1
Blanco_etal_2014ab.nex,0.351648352,0.358516484,182,Non_dinosaur_archosauro,1
Liu_etal_2017a.nex,0.164835165,0.253296703,182,Non_dinosaur_archosauro,1
Ortega_etal_2000a.nex,0.18956044,0.228205128,182,Non_dinosaur_archosauro,0.966666667
Bertelli_etal_2006a.nex,0.367403315,0.465966851,181,Bird,0.96
Ksepka_etal_2006a.nex,0.367403315,0.465966851,181,Bird,0.96
Longrich_etal_2010b.nex,0.44198895,0.385115372,181,Dinosaurs,1
Brochu_2011a.nex,0.337016575,0.342336812,181,Non_dinosaur_archosauro,1
Skutschas_etal_2014a.nex,0.342541436,0.35199361,181,Non_dinosaur_archosauro,1
Sidor_et_Hopson_1998a.nex,0.104972376,0.138647724,181,Non_mammal_synapsid,1
Silcox_2008a.nex,0.502762431,0.433914152,181,Primates,1
Averianov_et_Lopatin_2023ab.nex,0.658333333,0.615497076,180,Dinosaurs,1
Currie_et_Evans_2020a.nex,0.644444444,0.604654655,180,Dinosaurs,1
Jasinski_etal_2020aa.nex,0.658333333,0.610526316,180,Dinosaurs,1
Xu_etal_2022a.nex,0.458333333,0.475694444,180,Pterosaurs,1
Benson_etal_2011a.nex,0.566666667,0.559090909,180,Sauropterygians,1
Druckenmiller_et_Knutsen_2012a.nex,0.605555556,0.586111111,180,Sauropterygians,1
Cadena_etal_2012b.nex,0.461111111,0.478518519,180,Turtles,0.966666667
Perez-Garcia_2017a.nex,0.35,0.348659004,180,Turtles,0.931034483
Worthy_et_Scofield_2012a.nex,0.036312849,0.057370004,179,Bird,1
Worthy_etal_2014a.nex,0.041899441,0.068236233,179,Bird,1
Hu_etal_2010a.nex,0.553072626,0.474062251,179,Dinosaurs,1
Brochu_et_Jimenez-Vazquez_2014a.nex,0.379888268,0.370961239,179,Non_dinosaur_archosauro,1
Brochu_etal_2012a.nex,0.377094972,0.365572626,179,Non_dinosaur_archosauro,1
Farke_etal_2014a.nex,0.379888268,0.374527397,179,Non_dinosaur_archosauro,1
Hastings_etal_2016a.nex,0.382681564,0.380111732,179,Non_dinosaur_archosauro,1
Martin_etal_2014b.nex,0.379888268,0.369956549,179,Non_dinosaur_archosauro,1
Martin_etal_2016a.nex,0.377094972,0.364816108,179,Non_dinosaur_archosauro,1
Scheyer_etal_2013ab.nex,0.379888268,0.373218561,179,Non_dinosaur_archosauro,1
Wu_et_Brinkman_2015a.nex,0.38547486,0.379943581,179,Non_dinosaur_archosauro,1
Holgado_2021a.nex,0.48603352,0.484320298,179,Pterosaurs,1
Holgado_et_Pegas_2020a.nex,0.483240223,0.480144949,179,Pterosaurs,1
Richards_etal_2021aa.nex,0.48603352,0.48461825,179,Pterosaurs,1
Sferco_etal_2015a.nex,0.162921348,0.19128753,178,Actinopterygians,1
Allain_etal_2012a.nex,0.275280899,0.344052693,178,Dinosaurs,1
Frauenfelder_etal_2022aa.nex,0.595505618,0.606616729,178,Dinosaurs,1
Scott_2005a.nex,0.016853933,0.029684179,178,Non_amniote_tetrapods,0.918918919
MacDougall_etal_2018a.nex,0.300561798,0.314840824,178,Non_diapsid_reptiles,1
Jablonski_et_Peng_1993a.nex,0.292134831,0.361155698,178,Primates,1
Ketchum_et_Benson_2010a.nex,0.573033708,0.5644365,178,Sauropterygians,1
Anquetin_2012a.nex,0.348314607,0.3713906,178,Turtles,1
Arbour_et_Currie_2016a.nex,0.59039548,0.598356446,177,Dinosaurs,1
Arbour_et_Evans_2017a.nex,0.587570621,0.587473213,177,Dinosaurs,1
Arbour_etal_2016a.nex,0.587570621,0.591138864,177,Dinosaurs,1
Brown_etal_2017a.nex,0.542372881,0.531193653,177,Dinosaurs,1
Eddy_et_Clarke_2011a.nex,0.573446328,0.54904982,177,Dinosaurs,1
Raven_et_Maidment_2018aa.nex,0.59039548,0.595308278,177,Dinosaurs,1
Raven_et_Maidment_2018ab.nex,0.587570621,0.58900699,177,Dinosaurs,1
Rivera-Sylva_etal_2018a.nex,0.593220339,0.603179163,177,Dinosaurs,1
Yang_etal_2017ab.nex,0.59039548,0.598741654,177,Dinosaurs,1
Zheng_etal_2018a.nex,0.587570621,0.588815474,177,Dinosaurs,1
Gao_et_Shubin_2001ab.nex,0.005649718,0.039077213,177,Non_amniote_tetrapods,0.666666667
Spindler_etal_2018a.nex,0.516949153,0.492385163,177,Non_mammal_synapsid,1
Arbour_et_Currie_2013ac.nex,0.329545455,0.364267677,176,Dinosaurs,1
Godefroit_etal_2012b.nex,0.170454545,0.283549784,176,Dinosaurs,1
McGarrity_etal_2013a.nex,0.221590909,0.289256198,176,Dinosaurs,1
Schwermann_et_Thompson_2015a.nex,0.096590909,0.214341693,176,Lipotyphlans,1
Delfino_etal_2008aa.nex,0.306818182,0.308027079,176,Non_dinosaur_archosauro,0.914893617
Delfino_etal_2008b.nex,0.303977273,0.302618577,176,Non_dinosaur_archosauro,0.913043478
Fortier_et_Schultz_2009a.nex,0.306818182,0.313708897,176,Non_dinosaur_archosauro,0.914893617
Holliday_et_Gardner_2012ab.nex,0.306818182,0.320116054,176,Non_dinosaur_archosauro,0.914893617
Kubo_etal_2018ab.nex,0.357954545,0.370971074,176,Non_dinosaur_archosauro,0.927272727
Martin_et_Buffetaut_2008a.nex,0.303977273,0.306694664,176,Non_dinosaur_archosauro,0.913043478
Martin_et_Lauprasert_2010ab.nex,0.306818182,0.307180851,176,Non_dinosaur_archosauro,0.914893617
Puertolas_etal_2011a.nex,0.323863636,0.332107843,176,Non_dinosaur_archosauro,0.921568627
Salisbury_etal_2006a.nex,0.303977273,0.30298913,176,Non_dinosaur_archosauro,0.913043478
Joyce_etal_2016a.nex,0.431818182,0.465909091,176,Turtles,0.967213115
Livezey_1996a.nex,0.005714286,0.130989011,175,Bird,0.615384615
Czepinski_2023ab.nex,0.562857143,0.510816327,175,Dinosaurs,1
